stock_code,returned_units,signed_return_value_gbp,return_invoices,description,absolute_return_value_gbp
84792,69,-270.45,8,ENCHANTED BIRD COATHANGER 5 HOOK,270.45
22865,186,-264.35,15,HAND WARMER OWL DESIGN,264.35
21906,39,-263.25,9,PHARMACIE FIRST AID TIN,263.25
22932,120,-262.8,2,BAKING MOULD TOFFEE CUP CHOCOLATE,262.8
22866,199,-259.50000000000006,8,HAND WARMER SCOTTY DOG DESIGN,259.50000000000006
71459,612,-257.28,36,HANGING JAM JAR T-LIGHT HOLDERS,257.28
21477,23,-257.24999999999994,8,STRING OF 20 ROSE LIGHTS,257.24999999999994
22644,107,-254.45,19,CERAMIC CHERRY CAKE MONEY BANK,254.45
20724,321,-252.82999999999998,36,RED RETROSPOT CHARLOTTE BAG,252.82999999999998
22192,45,-252.45000000000002,19,BLUE DINER WALL CLOCK,252.45000000000002
84380,219,-251.39000000000001,9,SET OF 3 BUTTERFLY COOKIE CUTTERS,251.39000000000001
22849,16,-251.2,9,BREAD BIN DINER STYLE MINT,251.2
22778,81,-250.77,21,check,250.77
22218,67,-250.75,13,CAKE STAND LACE WHITE,250.75
21868,343,-250.39000000000001,31,check,250.39000000000001
21760,8,-250.0,5,used for show display,250.0
21686,15,-249.65000000000003,3,MEDINA STAMPED METAL STOOL,249.65000000000003
22784,811,-249.0,33,LANTERN CREAM GAZEBO,249.0
85175,3401,-248.82,17,CACTI T-LIGHT CANDLES,248.82
22071,309,-248.75,10,SMALL WHITE RETROSPOT MUG IN BOX,248.75
22167,38,-248.74999999999997,16,OVAL WALL MIRROR DIAMANTE,248.74999999999997
22968,76,-248.54999999999998,15,ROSE COTTAGE KEEPSAKE BOX,248.54999999999998
71053,68,-248.52,19,WHITE METAL LANTERN,248.52
21830,2513,-247.67999999999998,9,Unknown product,247.67999999999998
47599A,265,-247.35999999999999,4,PINK PARTY BAGS,247.35999999999999
21537,144,-247.0,14,RED RETROSPOT PUDDING BOWL,247.0
21098,779,-246.39000000000001,9,CHRISTMAS TOILET ROLL,246.39000000000001
79191C,289,-245.64999999999998,25,RETRO PLASTIC ELEPHANT TRAY,245.64999999999998
23319,116,-244.97000000000003,6,BOX OF 6 MINI 50'S CRACKERS,244.97000000000003
22762,18,-244.9,7,CUPBOARD 3 DRAWER MA CAMPAGNE,244.9
84944,140,-244.45,6,Unknown product,244.45
22726,70,-243.75,24,ALARM CLOCK BAKELIKE GREEN,243.75
23200,134,-243.63000000000002,6,JUMBO BAG PEARS,243.63000000000002
22554,225,-243.14999999999998,10,PLASTERS IN TIN WOODLAND ANIMALS,243.14999999999998
84615,46,-241.68,2,Unknown product,241.68
82582,1526,-241.38,11,AREA PATROLLED METAL SIGN,241.38
22952,1552,-241.2,6,60 CAKE CASES VINTAGE CHRISTMAS,241.2
21154,443,-240.75,7,RED RETROSPOT OVEN GLOVE,240.75
22158,232,-239.9,17,3 HEARTS HANGING DECORATION RUSTIC,239.9
23112,33,-239.85000000000002,19,PARISIENNE CURIO CABINET,239.85000000000002
23109,96,-239.04000000000002,1,PACK OF SIX LED TEA LIGHTS,239.04000000000002
84842,731,-237.60000000000002,2,HELLO SAILOR BATHROOM SET,237.60000000000002
22325,48,-237.60000000000002,16,MOBILE VINTAGE HEARTS,237.60000000000002
21671,314,-237.31,21,RED SPOT CERAMIC DRAWER KNOB,237.31
44217M,72,-236.40000000000003,2,MULTICOLOUR FEATHERS CURTAIN,236.40000000000003
22844,29,-236.3,9,VINTAGE CREAM DOG FOOD CONTAINER,236.3
20893,363,-234.45000000000005,6,damages,234.45000000000005
21713,128,-233.00000000000003,19,CITRONELLA CANDLE FLOWERPOT,233.00000000000003
21558,278,-232.95,10,SKULL LUNCH BOX WITH CUTLERY,232.95
22361,81,-232.85000000000002,29,GLASS JAR DAISY FRESH COTTON WOOL,232.85000000000002
22105,241,-232.25,2,MIRROR MOSAIC GOBLET CANDLE HOLDER,232.25
85036C,1757,-232.25,5,ROSE 1 WICK MORRIS BOXED CANDLE,232.25
21754,39,-231.65,20,HOME BUILDING BLOCK WORD,231.65
23300,152,-231.59999999999997,7,GARDENERS KNEELING PAD CUP OF TEA,231.59999999999997
22840,29,-229.55,21,ROUND CAKE TIN VINTAGE RED,229.55
22177,33,-227.0,11,5 HOOK BLACKBOARD ORGANISER,227.0
21181,399,-225.90000000000003,19,Unknown product,225.90000000000003
23175,124,-225.5,12,REGENCY MILK JUG PINK,225.5
23581,122,-224.76,4,JUMBO BAG PAISLEY PARK,224.76
21535,270,-223.04999999999998,50,RED RETROSPOT SMALL MILK JUG,223.04999999999998
21430,152,-222.78,23,SET/3 RED GINGHAM ROSE STORAGE BOX,222.78
23582,121,-222.68,3,VINTAGE DOILY JUMBO BAG RED,222.68
22839,15,-222.04999999999998,11,3 TIER CAKE TIN GREEN AND CREAM,222.04999999999998
72351B,127,-221.60000000000002,7,SET/6 PINK BUTTERFLY T-LIGHTS,221.60000000000002
22947,15,-221.26999999999998,11,WOODEN ADVENT CALENDAR RED,221.26999999999998
22064,137,-221.24999999999997,38,PINK DOUGHNUT TRINKET POT,221.24999999999997
22574,288,-219.84,2,HEART WOODEN CHRISTMAS DECORATION,219.84
23210,200,-219.76,4,WHITE ROCKING HORSE HAND PAINTED,219.76
84029G,90,-219.7,10,KNITTED UNION FLAG HOT WATER BOTTLE,219.7
22179,35,-217.85,11,SET 10 NIGHT OWL LIGHTS,217.85
22465,145,-217.64999999999998,17,HANGING METAL STAR LANTERN,217.64999999999998
90167,639,-217.55999999999997,4,Unknown product,217.55999999999997
22730,58,-217.5,14,ALARM CLOCK BAKELIKE IVORY,217.5
20733,300,-216.0,1,GOLD MINI TAPE MEASURE,216.0
17003,740,-215.78,6,BROCADE RING PURSE,215.78
23215,120,-214.8,1,JINGLE BELL HEART ANTIQUE SILVER,214.8
22591,102,-214.7,14,CARDHOLDER GINGHAM CHRISTMAS TREE,214.7
22624,26,-214.2,15,IVORY KITCHEN SCALES,214.2
23083,63,-214.17000000000002,3,SET 6 PAPER TABLE LANTERN STARS,214.17000000000002
22725,57,-213.75,15,ALARM CLOCK BAKELIKE CHOCOLATE,213.75
21528,32,-213.4,23,DAIRY MAID TRADITIONAL TEAPOT,213.4
21622,838,-212.85000000000002,19,VINTAGE UNION JACK CUSHION COVER,212.85000000000002
21121,170,-212.5,9,SET/10 RED POLKADOT PARTY CANDLES,212.5
21770,155,-212.4,7,OPEN CLOSED METAL SIGN,212.4
22945,888,-210.77999999999997,7,CHRISTMAS METAL TAGS ASSORTED,210.77999999999997
20661,354,-210.3,4,BLUE POLKADOT PURSE,210.3
22389,100,-210.0,1,PAPERWEIGHT SAVE THE PLANET,210.0
22366,29,-209.97000000000003,4,DOORMAT AIRMAIL,209.97000000000003
22791,260,-209.0,13,T-LIGHT GLASS FLUTED ANTIQUE,209.0
23084,1076,-208.4,18,RABBIT NIGHT LIGHT,208.4
22848,29,-208.35,11,Unknown product,208.35
22738,140,-207.0,3,RIBBON REEL SNOWY VILLAGE,207.0
23240,50,-206.70000000000002,17,SET OF 4 KNICK KNACK TINS DOILY,206.70000000000002
84997D,531,-206.25,12,CHILDRENS CUTLERY POLKADOT PINK,206.25
20892,55,-206.15,10,Unknown product,206.15
21257,121,-205.3,16,VICTORIAN SEWING BOX MEDIUM,205.3
82583,983,-204.09,16,HOT BATHS METAL SIGN,204.09
22103,483,-203.31,4,MIRROR MOSAIC T-LIGHT HOLDER ROUND,203.31
85067,20,-202.45,13,Unknown product,202.45
21361,33,-202.2,15,Unknown product,202.2
21655,208,-201.92,7,HANGING RIDGE GLASS T-LIGHT HOLDER,201.92
22930,96,-201.60000000000002,1,BAKING MOULD HEART MILK CHOCOLATE,201.60000000000002
20879,143,-201.60000000000002,3,Unknown product,201.60000000000002
21974,185,-201.45,12,SET OF 36 PAISLEY FLOWER DOILIES,201.45
23486,13,-199.65,6,ANTIQUE HEART SHELF UNIT,199.65
22274,74,-199.1,8,FELTCRAFT DOLL EMILY,199.1
22728,53,-198.75,17,ALARM CLOCK BAKELIKE PINK,198.75
22088,114,-198.04999999999998,6,Unknown product,198.04999999999998
22936,72,-198.0,1,BAKING MOULD ROSE WHITE CHOCOLATE,198.0
22357,48,-198.0,18,KINGS CHOICE BISCUIT TIN,198.0
22935,72,-198.0,1,BAKING MOULD ROSE MILK CHOCOLATE,198.0
21210,328,-197.54999999999998,11,SET OF 72 RETROSPOT PAPER DOILIES,197.54999999999998
21260,61,-197.25,7,FIRST AID TIN,197.25
21935,131,-196.15,4,SUKI SHOULDER BAG,196.15
22929,3,-195.0,2,SCHOOL DESK AND CHAIR,195.0
21889,155,-193.75,13,WOODEN BOX OF DOMINOES,193.75
37450,288,-193.2,29,CERAMIC CAKE BOWL + HANGING CAKES,193.2
22077,243,-193.04999999999998,16,6 RIBBONS RUSTIC CHARM,193.04999999999998
21950,271,-192.05,3,Unknown product,192.05
22301,276,-192.0,27,COFFEE MUG CAT + BIRD DESIGN,192.0
85152,422,-191.51000000000002,10,Unknown product,191.51000000000002
22187,145,-191.45,15,GREEN CHRISTMAS TREE CARD HOLDER,191.45
22560,175,-191.20000000000002,4,TRADITIONAL MODELLING CLAY,191.20000000000002
21922,27,-190.64999999999998,5,UNION STRIPE WITH FRINGE HAMMOCK,190.64999999999998
22739,130,-190.5,2,RIBBON REEL CHRISTMAS SOCK BAUBLE,190.5
22943,72,-190.25,18,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,190.25
84991,350,-187.95000000000002,14,60 TEATIME FAIRY CAKE CASES,187.95000000000002
22120,19,-187.6,7,WELCOME WOODEN BLOCK LETTERS,187.6
84601A,244,-187.5,3,Unknown product,187.5
16162L,3798,-187.20000000000002,2,Unknown product,187.20000000000002
22060,43,-186.7,14,damaged,186.7
22766,63,-185.85000000000002,20,PHOTO FRAME CORNICE,185.85000000000002
22969,140,-185.79999999999998,8,HOMEMADE JAM SCENTED CANDLES,185.79999999999998
72802A,401,-185.09,12,ROSE SCENT CANDLE IN JEWELLED BOX,185.09
22072,49,-183.75,25,RED RETROSPOT TEA CUP AND SAUCER,183.75
22582,78,-183.6,4,PACK OF 6 SWEETIE GIFT BOXES,183.6
22156,217,-183.41,27,HEART DECORATION WITH PEARLS,183.41
22922,276,-183.29999999999998,6,FRIDGE MAGNETS US DINER ASSORTED,183.29999999999998
21955,72,-183.28,6,DOORMAT UNION JACK GUNS AND ROSES,183.28
21135,1784,-182.8,9,VICTORIAN METAL POSTCARD SPRING,182.8
22492,281,-182.65,14,MINI PAINT SET VINTAGE,182.65
22186,70,-182.29999999999998,8,RED STAR CARD HOLDER,182.29999999999998
84568,865,-181.64999999999998,4,GIRLS ALPHABET IRON ON PATCHES,181.64999999999998
23118,60,-180.0,19,PARISIENNE JEWELLERY DRAWER,180.0
21904,124,-179.70000000000002,3,Unknown product,179.70000000000002
22163,169,-179.05000000000004,6,HEART STRING MEMO HOLDER HANGING,179.05000000000004
22924,259,-179.04999999999998,6,FRIDGE MAGNETS LA VIE EN ROSE,179.04999999999998
20682,57,-178.75,19,RED RETROSPOT CHILDRENS UMBRELLA,178.75
22429,51,-178.5,22,ENAMEL MEASURING JUG CREAM,178.5
22486,14,-178.5,7,PLASMATRONIC LAMP,178.5
21485,36,-178.20000000000002,12,RETROSPOT HEART HOT WATER BOTTLE,178.20000000000002
22668,67,-177.64999999999998,6,PINK BABY BUNTING,177.64999999999998
22418,208,-176.79999999999998,10,10 COLOUR SPACEBOY PEN,176.79999999999998
22556,107,-176.54999999999998,19,PLASTERS IN TIN CIRCUS PARADE,176.54999999999998
84992,410,-175.33,7,72 SWEETHEART FAIRY CAKE CASES,175.33
21743,139,-174.05,6,STAR PORTABLE TABLE LIGHT,174.05
22089,61,-173.89999999999998,2,PAPER BUNTING VINTAGE PAISLEY,173.89999999999998
37444A,1339,-172.98999999999998,3,YELLOW BREAKFAST CUP AND SAUCER,172.98999999999998
21730,46,-172.55,21,GLASS STAR FROSTED T-LIGHT HOLDER,172.55
21642,404,-172.33999999999997,16,ASSORTED TUTTI FRUTTI PEN,172.33999999999997
22867,181,-172.20000000000002,8,HAND WARMER BIRD DESIGN,172.20000000000002
48194,25,-172.17,7,DOORMAT HEARTS,172.17
22430,37,-171.95000000000002,9,ENAMEL WATERING CAN CREAM,171.95000000000002
79000,3235,-171.9,18,Unknown product,171.9
22637,134,-171.9,31,damages,171.9
22358,61,-170.35,13,KINGS CHOICE TEA CADDY,170.35
72760B,76,-170.34,7,VINTAGE CREAM 3 BASKET CAKE STAND,170.34
22605,14,-170.29999999999998,13,WOODEN CROQUET GARDEN SET,170.29999999999998
23322,103,-169.85000000000002,11,LARGE WHITE HEART OF WICKER,169.85000000000002
22810,89,-169.6,4,check,169.6
21937,219,-169.1,15,?,169.1
84032B,78,-168.9,8,CHARLIE + LOLA RED HOT WATER BOTTLE,168.9
23301,114,-168.89999999999998,11,GARDENERS KNEELING PAD KEEP CALM,168.89999999999998
22189,201,-168.73000000000002,16,CREAM HEART CARD HOLDER,168.73000000000002
22326,72,-168.15,26,ROUND SNACK BOXES SET OF4 WOODLAND,168.15
51014L,204,-167.88,4,"FEATHER PEN,LIGHT PINK",167.88
22907,244,-167.07999999999998,7,PACK OF 20 NAPKINS PANTRY DESIGN,167.07999999999998
21428,94,-166.0,10,SET3 BOOK BOX GREEN GINGHAM FLOWER,166.0
51014A,195,-165.75,4,"FEATHER PEN,HOT PINK",165.75
22485,13,-165.75,8,SET OF 2 WOODEN MARKET CRATES,165.75
22352,65,-165.29999999999998,18,LUNCH BOX WITH CUTLERY RETROSPOT,165.29999999999998
22073,100,-164.28,29,Unknown product,164.28
23146,50,-164.1,22,TRIPLE HOOK ANTIQUE IVORY ROSE,164.1
22744,62,-163.7,4,MAKE YOUR OWN MONSOON CARD KIT,163.7
84279P,148,-163.56,20,check,163.56
21790,203,-162.67,12,VINTAGE SNAP CARDS,162.67
21426,104,-161.40000000000003,10,WOODLAND STORAGE BOX SMALL,161.40000000000003
22300,263,-160.64999999999998,21,COFFEE MUG DOG + BALL DESIGN,160.64999999999998
22575,224,-160.5,8,missing?,160.5
48129,23,-159.15,4,DOORMAT TOPIARY,159.15
85232A,91,-158.4,17,Unknown product,158.4
22553,96,-158.39999999999998,10,PLASTERS IN TIN SKULLS,158.39999999999998
21484,51,-157.95000000000002,4,CHICK GREY HOT WATER BOTTLE,157.95000000000002
20723,187,-157.78,23,STRAWBERRY CHARLOTTE BAG,157.78
22837,187,-157.65,5,HOT WATER BOTTLE BABUSHKA,157.65
22891,37,-157.25,24,TEA FOR ONE POLKADOT,157.25
20676,137,-156.81,13,RED RETROSPOT BOWL,156.81
22106,121,-156.75,2,MIRROR MOSAIC HURRICANE LAMP,156.75
85023B,74,-156.3,3,EAU DE NILE JEWELLED PHOTOFRAME,156.3
85221,1282,-155.92000000000002,6,Unknown product,155.92000000000002
21259,78,-155.65,18,VICTORIAN SEWING BOX SMALL,155.65
84754,388,-155.14000000000001,3,Unknown product,155.14000000000001
84688,93,-155.05,9,BEACH HUT DESIGN BLACKBOARD,155.05
22646,109,-155.0,32,CERAMIC STRAWBERRY CAKE MONEY BANK,155.0
21808,46,-155.0,4,"CHRISTMAS GARLAND STARS,TREES",155.0
22435,573,-154.75,5,?missing,154.75
84665,41,-154.70000000000002,6,SQUARE CHERRY BLOSSOM CABINET,154.70000000000002
23165,102,-154.5,18,LARGE CERAMIC TOP STORAGE JAR,154.5
23172,102,-154.29999999999998,9,REGENCY TEA PLATE PINK,154.29999999999998
85098B,75,-154.15,8,Unknown product,154.15
22798,52,-153.4,22,ANTIQUE GLASS DRESSING TABLE POT,153.4
22526,12,-153.0,8,WHEELBARROW FOR CHILDREN,153.0
21850,36,-153.0,1,BLUE DIAMANTE PEN IN GIFT BOX,153.0
21424,98,-151.9,10,damages,151.9
21634,290,-151.25,6,Unknown product,151.25
22841,19,-151.05,14,ROUND CAKE TIN VINTAGE GREEN,151.05
47503J,19,-151.05,3,SET/3 FLORAL GARDEN TOOLS IN BAG,151.05
22231,107,-150.15,18,JIGSAW TREE WITH BIRDHOUSE,150.15
21914,203,-150.0,7,BLUE HARMONICA IN BOX,150.0
23228,144,-149.76,1,FILIGREE HEART BIRD WHITE,149.76
79072,59,-149.25,10,TEATIME CAKE TIN WITH HANDLE,149.25
21706,30,-148.5,5,FOLDING UMBRELLA RED/WHITE POLKADOT,148.5
21669,137,-147.32,14,BLUE STRIPE CERAMIC DRAWER KNOB,147.32
22959,588,-147.0,7,WRAP CHRISTMAS VILLAGE,147.0
23171,97,-146.25,5,REGENCY TEA PLATE GREEN,146.25
20865,107,-145.47,3,Unknown product,145.47
51014C,230,-144.9,6,"FEATHER PEN,COAL BLACK",144.9
20750,20,-144.6,9,RED RETROSPOT MINI CASES,144.6
22362,49,-144.55,13,GLASS JAR PEACOCK BATH SALTS,144.55
16202B,561,-144.48000000000002,6,Unknown product,144.48000000000002
21673,143,-143.95,9,WHITE SPOT BLUE CERAMIC DRAWER KNOB,143.95
21534,29,-143.55,21,DAIRY MAID LARGE MILK JUG,143.55
23404,29,-143.55,14,HOME SWEET HOME BLACKBOARD,143.55
22283,18,-143.1,7,6 EGG HOUSE PAINTED WOOD,143.1
84459A,96,-143.04,5,PINK METAL CHICKEN HEART,143.04
22123,24,-142.8,2,PING MICROWAVE APRON,142.8
22355,185,-142.69,31,CHARLOTTE BAG SUKI DESIGN,142.69
22444,124,-142.5,10,GROW YOUR OWN PLANT IN A CAN,142.5
21156,73,-142.35,16,RETROSPOT CHILDRENS APRON,142.35
22669,55,-142.25,2,RED BABY BUNTING,142.25
22442,18,-141.9,13,GROW YOUR OWN FLOWERS SET OF 3,141.9
22243,101,-141.89999999999998,15,5 HOOK HANGER RED MAGIC TOADSTOOL,141.89999999999998
23250,121,-141.8,8,VINTAGE RED TRIM ENAMEL BOWL,141.8
84945,204,-141.73,33,MULTI COLOUR SILVER T-LIGHT HOLDER,141.73
22722,57,-141.70000000000002,14,SET OF 6 SPICE TINS PANTRY DESIGN,141.70000000000002
21844,48,-141.20000000000002,25,RED RETROSPOT MUG,141.20000000000002
23075,34,-141.10000000000002,6,PARLOUR CERAMIC WALL HOOK,141.10000000000002
23205,191,-140.25,8,CHARLOTTE BAG VINTAGE ALPHABET,140.25
20798,206,-140.25,16,CLEAR MILKSHAKE GLASS,140.25
21324,72,-140.1,4,Unknown product,140.1
84967B,5,-139.95,4,Unknown product,139.95
22892,178,-139.94,22,SET OF SALT AND PEPPER TOADSTOOLS,139.94
21474,15,-139.64999999999998,6,Unknown product,139.64999999999998
21275,46,-138.45,10,Unknown product,138.45
22801,37,-138.39,21,ANTIQUE GLASS PEDESTAL BOWL,138.39
23204,186,-138.34,8,CHARLOTTE BAG APPLES DESIGN,138.34
21987,301,-138.04999999999998,4,PACK OF 6 SKULL PAPER CUPS,138.04999999999998
20717,125,-137.25,5,STRAWBERRY SHOPPER BAG,137.25
21747,126,-136.98000000000002,3,SMALL SKULL WINDMILL,136.98000000000002
23048,33,-136.95000000000002,5,SET OF 10 LANTERNS FAIRY LIGHT STAR,136.95000000000002
22320,23,-136.85,10,BIRDS MOBILE VINTAGE DESIGN,136.85
22130,1373,-136.7,10,PARTY CONE CHRISTMAS DECORATION,136.7
22474,32,-136.0,1,SPACEBOY TV DINNER TRAY,136.0
84770,80,-135.70000000000002,9,Unknown product,135.70000000000002
22184,31,-134.8,13,Unknown product,134.8
22491,180,-134.28,3,PACK OF 12 COLOURED PENCILS,134.28
22842,20,-134.2,15,BISCUIT TIN VINTAGE RED,134.2
22806,52,-134.2,2,SET OF 6 T-LIGHTS WEDDING CAKE,134.2
22923,188,-134.0,7,FRIDGE MAGNETS LES ENFANTS ASSORTED,134.0
85035A,93,-133.94,8,CHECK,133.94
22294,107,-133.75,7,HEART FILIGREE DOVE SMALL,133.75
22628,27,-133.65,14,PICNIC BOXES SET OF 3 RETROSPOT,133.65
22607,87,-133.55,10,WOODEN ROUNDERS GARDEN SET,133.55
22988,273,-132.78,10,SOLDIERS EGG CUP,132.78
84676,56,-132.55,11,Unknown product,132.55
22349,36,-132.12,11,DOG BOWL CHASING BALL DESIGN,132.12
84818,177,-132.05,10,damages,132.05
22809,48,-132.0,5,SET OF 6 T-LIGHTS SANTA,132.0
85183B,35,-131.25,3,CHARLIE & LOLA WASTEPAPER BIN FLORA,131.25
85109,2038,-131.04000000000002,3,Unknown product,131.04000000000002
22729,35,-130.89,18,ALARM CLOCK BAKELIKE ORANGE,130.89
22558,4963,-130.70999999999998,18,CLOTHES PEGS RETROSPOT PACK 24,130.70999999999998
22665,69,-129.95000000000002,19,RECIPE BOX BLUE SKETCHBOOK DESIGN,129.95000000000002
23155,253,-129.71,15,KNICKERBOCKERGLORY MAGNET ASSORTED,129.71
22426,53,-129.7,9,ENAMEL WASH BOWL CREAM,129.7
82580,295,-129.49,9,BATHROOM METAL SIGN,129.49
21432,94,-129.35,12,Unknown product,129.35
22379,67,-128.95000000000002,8,RECYCLING BAG RETROSPOT,128.95000000000002
22489,348,-128.88,8,PACK OF 12 TRADITIONAL CRAYONS,128.88
21624,25,-128.75,3,VINTAGE UNION JACK DOORSTOP,128.75
23085,13,-128.75,5,ANTIQUE SILVER BAUBLE LAMP,128.75
21812,26,-128.70000000000002,4,GARLAND WITH HEARTS AND BELLS,128.70000000000002
22101,325,-128.46,2,MIRROR MOSAIC VOTIVE HOLDER,128.46
37444B,1003,-127.92,3,Unknown product,127.92
84836,102,-127.5,9,ZINC METAL HEART DECORATION,127.5
21300,35,-127.5,4,Unknown product,127.5
20866,350,-127.2,2,?,127.2
23154,61,-126.88,3,SET OF 4 JAM JAR MAGNETS,126.88
21238,149,-126.39,22,RED RETROSPOT CUP,126.39
22645,87,-125.94999999999999,16,CERAMIC HEART FAIRY CAKE MONEY BANK,125.94999999999999
23358,38,-125.94,2,HOT STUFF HOT WATER BOTTLE,125.94
84472,8,-125.9,5,Unknown product,125.9
22629,71,-125.85000000000001,14,SPACEBOY LUNCH BOX,125.85000000000001
22627,27,-125.71000000000001,15,MINT KITCHEN SCALES,125.71000000000001
22760,10,-125.7,9,"TRAY, BREAKFAST IN BED",125.7
23079,14,-125.3,7,TOADSTOOL BEDSIDE LIGHT,125.3
72529W,187,-125.05999999999999,4,Unknown product,125.05999999999999
85070,2,-125.0,2,for show,125.0
23158,60,-124.8,3,SET OF 5 LUCKY CAT MAGNETS,124.8
21452,43,-124.05000000000001,19,TOADSTOOL MONEY BOX,124.05000000000001
22980,81,-124.04999999999998,6,PANTRY SCRUBBING BRUSH,124.04999999999998
23252,33,-123.75,7,VINTAGE RED ENAMEL TRIM JUG,123.75
22850,16,-123.6,2,Unknown product,123.6
90185C,34,-123.25,8,BLACK DIAMANTE EXPANDABLE RING,123.25
20703,65,-123.25,16,BLUE PADDED SOFT MOBILE,123.25
35970,297,-122.85999999999999,9,ZINC FOLKART SLEIGH BELLS,122.85999999999999
47351B,48,-122.39999999999999,1,BLUE VOILE LAMPSHADE,122.39999999999999
22127,848,-122.31,7,sold in set?,122.31
22057,105,-122.17999999999999,12,CERAMIC PLATE STRAWBERRY DESIGN,122.17999999999999
22113,132,-121.8,7,GREY HEART HOT WATER BOTTLE,121.8
37446,839,-121.69999999999999,28,MINI CAKE STAND WITH HANGING CAKES,121.69999999999999
21870,123,-121.25,19,Unknown product,121.25
84598,3576,-120.96,3,BOYS ALPHABET IRON ON PATCHES,120.96
85017C,1016,-120.96,2,?,120.96
84375,142,-120.89999999999999,7,SET OF 20 KIDS COOKIE CUTTERS,120.89999999999999
15058A,47,-120.75,7,BLUE POLKADOT GARDEN PARASOL,120.75
22940,39,-120.75,7,FELTCRAFT CHRISTMAS FAIRY,120.75
21429,155,-120.3,21,RED GINGHAM ROSE JEWELLERY BOX,120.3
18007,5234,-120.0,2,Unknown product,120.0
84924F,494,-120.0,2,PSYCHEDELIC METAL SIGN CALENDAR,120.0
22398,96,-120.0,5,MAGNETS PACK OF 4 SWALLOWS,120.0
21849,96,-120.0,1,SILVER DIAMANTE PEN IN GIFT BOX,120.0
37500,13,-119.97,9,TEA TIME TEAPOT IN GIFT BOX,119.97
22095,107,-119.88000000000001,7,LADS ONLY TISSUE BOX,119.88000000000001
84616,16,-119.8,5,SILVER ROCCOCO CHANDELIER,119.8
85136C,51,-119.77000000000001,4,damages,119.77000000000001
22221,12,-119.39999999999999,9,CAKE STAND LOVEBIRD 2 TIER PINK,119.39999999999999
21777,56,-119.25,11,RECIPE BOX WITH METAL HEART,119.25
20952,388,-119.16,3,PORCELAIN CHERUB BELL SMALL,119.16
72807B,949,-119.0,15,????missing,119.0
22795,26,-118.95,7,SWEETHEART RECIPE BOOK STAND,118.95
23008,7,-118.65,4,DOLLY GIRL BABY GIFT SET,118.65
84352,59,-118.65,7,Damages/samples,118.65
23247,46,-118.54000000000002,5,BISCUIT TIN 50'S CHRISTMAS,118.54000000000002
22507,24,-118.10000000000001,13,MEMO BOARD RETROSPOT DESIGN,118.10000000000001
21891,222,-118.07,15,TRADITIONAL WOODEN SKIPPING ROPE,118.07
22673,109,-118.01,3,FRENCH GARDEN SIGN BLUE METAL,118.01
22979,91,-117.55000000000001,5,PANTRY WASHING UP BRUSH,117.55000000000001
22278,21,-117.32000000000001,12,OVERNIGHT BAG VINTAGE ROSE PAISLEY,117.32000000000001
21977,219,-117.30000000000001,11,PACK OF 60 PINK PAISLEY CAKE CASES,117.30000000000001
21626,60,-117.0,12,VINTAGE UNION JACK PENNANT,117.0
22938,60,-117.0,4,CUPCAKE LACE PAPER SET 6,117.0
22244,106,-117.0,17,3 HOOK HANGER MAGIC GARDEN,117.0
22377,60,-116.8,5,BOTTLE BAG RETROSPOT,116.8
22951,240,-116.4,6,60 CAKE CASES DOLLY GIRL DESIGN,116.4
22202,146,-116.25,14,Unknown product,116.25
15034,1448,-116.06000000000002,6,PAPER POCKET TRAVELING FAN,116.06000000000002
84378,93,-116.06,9,SET OF 3 HEART COOKIE CUTTERS,116.06
23239,28,-115.80000000000001,9,SET OF 4 KNICK KNACK TINS POPPIES,115.80000000000001
21336,882,-115.27000000000001,3,GOLD WASHBAG,115.27000000000001
22359,39,-115.05000000000001,14,GLASS JAR KINGS CHOICE,115.05000000000001
23163,55,-114.4,2,REGENCY SUGAR TONGS,114.4
22621,275,-114.05,8,TRADITIONAL KNITTING NANCY,114.05
22425,25,-112.55,5,ENAMEL COLANDER CREAM,112.55
21820,240,-112.5,4,GLITTER HEART GARLAND WITH BELLS,112.5
22578,1183,-112.49,4,lost,112.49
21876,85,-112.39999999999999,15,POTTERING MUG,112.39999999999999
22662,68,-112.2,10,LUNCH BAG DOLLY GIRL DESIGN,112.2
22557,68,-112.19999999999999,9,PLASTERS IN TIN VINTAGE PAISLEY,112.19999999999999
84032A,38,-112.10000000000001,5,CHARLIE+LOLA PINK HOT WATER BOTTLE,112.10000000000001
21216,37,-111.75,18,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",111.75
21190,157,-111.65,3,Unknown product,111.65
21845,64,-111.04,11,DAIRY MAID STRIPE MUG,111.04
22393,52,-111.00000000000001,3,PAPERWEIGHT VINTAGE COLLAGE,111.00000000000001
21172,167,-110.85,9,PARTY METAL SIGN,110.85
22626,13,-110.5,7,BLACK KITCHEN SCALES,110.5
22779,26,-110.5,7,WOODEN OWLS LIGHT GARLAND,110.5
21313,158,-110.14999999999999,15,GLASS HEART T-LIGHT HOLDER,110.14999999999999
23208,73,-109.85,4,LUNCH BAG VINTAGE LEAF DESIGN,109.85
21332,46,-109.75,6,Unknown product,109.75
37447,76,-109.16,29,CERAMIC CAKE DESIGN SPOTTED PLATE,109.16
