stock_code,units_sold,revenue_gbp,orders,identified_customers,description,revenue_share_pct
21122,12209,14844.78,807,441,SET/10 PINK POLKADOT PARTY CANDLES,0.07249751505016606
21770,2991,14807.300000000001,651,423,OPEN CLOSED METAL SIGN,0.07231447381519457
17003,70369,14766.42,456,215,BROCADE RING PURSE,0.07211482798580196
22485,1101,14677.84,419,280,SET OF 2 WOODEN MARKET CRATES,0.0716822294640897
21912,3734,14651.33,828,447,VINTAGE SNAKES & LADDERS,0.07155276246464748
21380,5031,14593.320000000002,651,325,WOODEN HAPPY BIRTHDAY GARLAND,0.07126945878159795
84050,9853,14525.0,715,308,PINK HEART SHAPE EGG FRYING PAN,0.07093580410781851
22150,7815,14486.55,938,505,3 STRIPEY MICE FELTCRAFT,0.07074802567973275
22179,2023,14418.61,566,201,SET 10 NIGHT OWL LIGHTS,0.0704162268135651
21672,11120,14411.13,815,278,WHITE SPOT RED CERAMIC DRAWER KNOB,0.07037969670583866
20748,1600,14266.980000000001,183,86,KENSINGTON COFFEE SET,0.06967571073942613
21169,8856,14262.61,772,278,YOU'RE CONFUSING ME METAL SIGN,0.06965436895189077
23200,7067,14188.960000000001,595,262,JUMBO BAG PEARS,0.06929468413450413
84380,10405,14076.34,1114,490,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.06874468136282616
22804,5261,14075.800000000001,670,351,PINK HANGING HEART T-LIGHT HOLDER,0.06874204416253575
22627,1600,14016.800000000001,653,322,MINT KITCHEN SCALES,0.06845390561228712
35400,1435,13999.1,419,241,WOODEN BOX ADVENT CALENDAR,0.06836746404721254
23343,6078,13972.710000000001,476,286,JUMBO BAG VINTAGE CHRISTMAS,0.0682385830922793
21257,1549,13968.48,532,206,VICTORIAN SEWING BOX MEDIUM,0.06821792502333775
22236,1127,13965.519999999999,421,251,CAKE STAND 3 TIER MAGIC GARDEN,0.06820346925878289
22271,4866,13921.730000000001,787,400,FELTCRAFT DOLL ROSIE,0.06798961185004752
21668,10357,13912.17,825,255,RED STRIPE CERAMIC DRAWER KNOB,0.06794292363749875
22295,8411,13873.539999999999,706,381,HEART FILIGREE DOVE LARGE,0.06775426614264952
21888,3520,13862.17,825,444,BINGO SET,0.06769873842542365
22444,10132,13856.6,453,249,GROW YOUR OWN PLANT IN A CAN,0.06767153619279848
21259,2293,13843.92,655,300,VICTORIAN SEWING BOX SMALL,0.06760961082301624
21669,10578,13839.18,805,262,BLUE STRIPE CERAMIC DRAWER KNOB,0.06758646206491152
79323P,2281,13787.93,265,132,PINK CHERRY LIGHTS,0.06733617222253453
22621,8726,13784.319999999998,875,507,TRADITIONAL KNITTING NANCY,0.0673185420502227
22109,3338,13750.11,642,205,FULL ENGLISH BREAKFAST PLATE,0.06715147052812093
23077,10395,13695.77,344,217,DOUGHNUT LIP GLOSS,0.06688609003963769
47556B,5201,13691.02,449,209,TEA TIME TEA TOWELS,0.06686289244449056
21871,11492,13654.89,779,299,SAVE THE PLANET MUG,0.06668644421024508
22667,4845,13586.35,848,406,RECIPE BOX RETROSPOT,0.06635171512153253
21390,10937,13552.97,588,280,FILIGRIS HEART WITH BUTTERFLY,0.06618869707395118
21539,2723,13551.640000000001,709,290,RED RETROSPOT BUTTER DISH,0.06618220174731
22636,1618,13437.03,489,312,CHILDS BREAKFAST SET CIRCUS PARADE,0.06562248040419143
C2,268,13426.0,267,45,CARRIAGE,0.06556861314640766
23356,2359,13334.320000000002,476,316,LOVE HOT WATER BOTTLE,0.06512087514154676
23207,7830,13325.55,740,377,LUNCH BAG ALPHABET DESIGN,0.06507804505534877
22207,3103,13298.57,480,189,FRYING PAN UNION FLAG,0.06494628271491304
23108,2219,13290.519999999999,372,271,SET OF 10 LED DOLLY LIGHTS,0.06490696889576894
22584,5222,13287.78,589,417,PACK OF 6 PANETTONE GIFT BOXES,0.06489358754614724
21673,10050,13272.39,763,263,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.06481842733787052
23328,2841,13269.49,405,195,SET 6 SCHOOL MILK BOTTLES IN CRATE,0.06480426459557016
22846,825,13264.82,346,189,BREAD BIN DINER STYLE RED,0.06478145769676234
21098,8537,13263.93,596,269,CHRISTMAS TOILET ROLL,0.06477711119998741
21704,17175,13235.16,568,287,BAG 250g SWIRLY MARBLES,0.06463660702895939
22838,922,13220.86,271,184,3 TIER CAKE TIN RED AND CREAM,0.06456677005830591
15044A,4964,13210.85,250,116,PINK PAPER PARASOL,0.06451788417884848
75049L,13968,13153.8,344,106,LARGE CIRCULAR MIRROR MOBILE,0.06423926885187078
22580,2322,13141.08,495,275,ADVENT CALENDAR GINGHAM SACK,0.06417714813391888
20676,10475,13105.7,966,372,RED RETROSPOT BOWL,0.06400436267785453
21935,7127,13103.21,921,234,SUKI SHOULDER BAG,0.0639922022542932
22088,4399,13076.880000000001,619,266,PAPER BUNTING COLOURED LACE,0.06386361432161444
22553,7794,13013.149999999998,1090,507,PLASTERS IN TIN SKULLS,0.0635523758503035
22464,7847,12985.309999999998,784,397,HANGING METAL HEART LANTERN,0.06341641352422007
84988,8305,12913.24,1019,379,SET OF 72 PINK HEART PAPER DOILIES,0.06306444495953503
21906,1786,12879.460000000001,424,214,PHARMACIE FIRST AID TIN,0.06289947343025709
22766,4367,12864.25,640,343,PHOTO FRAME CORNICE,0.06282519228874384
22655,76,12845.0,53,45,VINTAGE RED KITCHEN CABINET,0.06273118098209492
22198,7331,12759.609999999999,646,240,LARGE POPCORN HOLDER,0.062314161476913044
22947,1011,12704.15,209,124,WOODEN ADVENT CALENDAR RED,0.06204331123967935
22303,5439,12701.63,540,266,COFFEE MUG APPLES DESIGN,0.06203100430499076
22646,8913,12654.71,880,404,CERAMIC STRAWBERRY CAKE MONEY BANK,0.061801860901979484
22616,39147,12460.16,825,319,PACK OF 12 LONDON TISSUES,0.06085173624179524
62018,9567,12450.85,127,70,SOMBRERO,0.06080626895530686
22623,2312,12432.28,541,334,BOX OF VINTAGE JIGSAW BLOCKS,0.060715578567542165
22144,5134,12382.470000000001,704,392,CHRISTMAS CRAFT LITTLE FRIENDS,0.06047232125927294
23174,3055,12342.43,322,190,REGENCY SUGAR BOWL GREEN,0.060276777741443195
21671,9488,12339.32,727,265,RED SPOT CERAMIC DRAWER KNOB,0.06026158942125212
22631,6272,12241.849999999999,663,271,CIRCUS PARADE LUNCH BOX,0.0597855747688329
85042,2685,12234.56,292,142,ANTIQUE LILY FAIRY LIGHTS,0.05974997256491236
15056P,2473,12228.92,344,186,EDWARDIAN PARASOL PINK,0.05972242847299029
22082,7267,12192.05,957,512,RIBBON REEL STRIPES DESIGN,0.059542366297606106
21124,10029,12172.79,629,406,SET/10 BLUE POLKADOT PARTY CANDLES,0.059448306153914776
22301,5009,12124.78,643,273,COFFEE MUG CAT + BIRD DESIGN,0.059213839513280256
22192,1426,12104.800000000001,543,260,BLUE DINER WALL CLOCK,0.059116263102535045
21670,8845,12074.4,767,260,BLUE SPOT CERAMIC DRAWER KNOB,0.058967798493593376
20969,3237,12066.52,613,285,RED FLORAL FELTCRAFT SHOULDER BAG,0.05892931490417034
21937,4100,12038.82,657,286,STRAWBERRY PICNIC BAG,0.05879403629668073
84212,24794,11961.49,277,140,"ASSORTED FLOWER COLOUR ""LEIS""",0.05841637944768537
21787,15135,11926.08,469,221,RAIN PONCHO RETROSPOT,0.05824344748049378
21242,7085,11917.73,657,289,RED RETROSPOT PLATE,0.05820266855007724
84987,8138,11864.15,812,406,SET OF 36 TEATIME PAPER DOILIES,0.05794099967681755
22729,2999,11864.0,612,236,ALARM CLOCK BAKELIKE ORANGE,0.057940267121181326
22243,7678,11860.249999999998,388,181,5 HOOK HANGER RED MAGIC TOADSTOOL,0.057921953230275686
20975,18099,11848.710000000001,902,460,12 PENCILS SMALL TUBE RED RETROSPOT,0.05786559528332876
22488,6905,11788.06,808,426,NATURAL SLATE RECTANGLE CHALKBOARD,0.05756939862108166
23300,6809,11785.99,758,351,GARDENERS KNEELING PAD CUP OF TEA,0.05755928935330175
21428,2883,11762.93,465,228,SET3 BOOK BOX GREEN GINGHAM FLOWER,0.05744667113349271
22791,9458,11728.69,434,226,T-LIGHT GLASS FLUTED ANTIQUE,0.05727945310026367
22750,3125,11697.6,647,362,FELTCRAFT PRINCESS LOLA DOLL,0.057127618735395375
22943,2381,11696.640000000001,356,215,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,0.05712293037932354
21154,8095,11694.95,903,327,RED RETROSPOT OVEN GLOVE,0.057114676919155394
47567B,2166,11683.27,348,179,TEA TIME KITCHEN APRON,0.057057635253614646
22151,27562,11609.19,716,361,PLACE SETTING WHITE HEART,0.05669585044340417
21326,17770,11593.86,643,307,AGED GLASS SILVER T-LIGHT HOLDER,0.05662098325738194
22844,1227,11593.28,498,229,VINTAGE CREAM DOG FOOD CONTAINER,0.05661815070892187
23581,5020,11581.83,338,230,JUMBO BAG PAISLEY PARK,0.056562232295356674
21260,3512,11564.43,534,303,FIRST AID TIN,0.05647725584155453
22508,2880,11561.95,697,400,DOORSTOP RETROSPOT HEART,0.056465144255035606
22468,1736,11542.6,413,196,BABUSHKA LIGHTS STRING OF 10,0.05637064457796254
22649,2302,11541.78,486,200,STRAWBERRY FAIRY CAKE TEAPOT,0.05636663994048451
22637,4478,11492.82,598,329,PIGGY BANK RETROSPOT,0.05612753378082057
22663,5764,11465.29,688,268,JUMBO BAG DOLLY GIRL DESIGN,0.05599308540305201
22950,8333,11452.64,352,256,36 DOILIES VINTAGE CHRISTMAS,0.055931306544397014
22740,13345,11395.31,300,163,POLKADOT PEN,0.055651323780231694
21172,7685,11382.16,971,420,PARTY METAL SIGN,0.05558710306945594
21429,6359,11342.25,997,418,RED GINGHAM ROSE JEWELLERY BOX,0.05539219443317759
22834,6900,11287.630000000001,597,300,HAND WARMER BABUSHKA DESIGN,0.055125446507506747
22988,9363,11238.45,446,207,SOLDIERS EGG CUP,0.05488526593290967
21922,1443,11199.18,388,204,UNION STRIPE WITH FRINGE HAMMOCK,0.05469348286734588
72351B,5785,11184.89,499,208,SET/6 PINK BUTTERFLY T-LIGHTS,0.054623694733734816
22968,1127,11184.82,306,182,ROSE COTTAGE KEEPSAKE BOX,0.05462335287443791
47599A,5967,11180.57,369,202,PINK PARTY BAGS,0.05460259713141152
22795,1597,11175.81,498,227,SWEETHEART RECIPE BOOK STAND,0.05457935069922198
21868,9075,11163.64,881,377,POTTING SHED TEA MUG,0.05451991601860289
22417,21451,11159.9,1103,521,PACK OF 60 SPACEBOY CAKE CASES,0.054501650964739676
21735,853,11112.85,262,139,TWO DOOR CURIO CABINET,0.054271872680177
23170,6857,11097.249999999998,445,224,REGENCY TEA PLATE ROSES,0.054195686894009554
22620,8181,11073.449999999999,841,449,4 TRADITIONAL SPINNING TOPS,0.05407945473306182
22768,1158,11064.72,354,243,FAMILY PHOTO FRAME CORNICE,0.0540368199950335
B,1,11062.06,1,0,Adjust bad debt,0.05402382934175111
22130,9737,10991.21,424,298,PARTY CONE CHRISTMAS DECORATION,0.05367781889624068
21749,5657,10980.980000000001,286,153,LARGE RED RETROSPOT WINDMILL,0.053627858601850126
22694,4893,10958.6,858,484,WICKER STAR,0.0535185613009253
20828,4423,10940.48,607,261,GLITTER BUTTERFLY CLIPS,0.053430068580069275
22668,3587,10898.05,579,296,PINK BABY BUNTING,0.053222853009102344
21907,5163,10866.220000000001,771,381,I'M ON HOLIDAY METAL SIGN,0.05306740470309533
21498,26726,10851.92,802,454,RED RETROSPOT WRAP,0.052997567732441846
37370,7145,10821.29,492,184,RETRO COFFEE MUGS ASSORTED,0.05284797987152464
21558,4207,10810.66,768,267,SKULL LUNCH BOX WITH CUTLERY,0.05279606609543747
21086,16658,10781.810000000001,843,311,SET/6 RED SPOTTY PAPER CUPS,0.05265517122807015
22274,3773,10770.070000000002,656,344,FELTCRAFT DOLL EMILY,0.05259783654027491
22904,3467,10755.050000000001,463,269,CALENDAR PAPER CUT DESIGN,0.05252448330256754
22812,4879,10734.43,462,270,PACK 3 BOXES CHRISTMAS PANETTONE,0.05242378132110776
21833,6239,10681.67,444,210,CAMOUFLAGE LED TORCH,0.05216611708532611
21624,1771,10641.15,403,281,VINTAGE UNION JACK DOORSTOP,0.05196822938946044
21974,7046,10622.15,808,355,SET OF 36 PAISLEY FLOWER DOILIES,0.051875439008871906
22064,6606,10592.66,693,213,PINK DOUGHNUT TRINKET POT,0.05173141857079001
22348,12453,10583.119999999999,961,344,TEA BAG PLATE RED RETROSPOT,0.051684828032326074
22349,2571,10551.67,366,226,DOG BOWL CHASING BALL DESIGN,0.05153123553393083
22595,12535,10544.32,796,481,GINGHAM HEART DECORATION,0.051495340307755794
82001S,2926,10531.4,230,86,SILVER RECORD COVER FRAME,0.05143224284895558
22302,4926,10492.449999999999,396,212,COFFEE MUG PEARS DESIGN,0.051242022568749074
21890,3489,10451.6,547,335,S/6 WOODEN SKITTLES IN COTTON BAG,0.051042523250483716
20754,5094,10444.82,852,363,RETROSPOT RED WASHING UP GLOVES,0.05100941173572633
23208,6308,10441.91,668,305,LUNCH BAG VINTAGE LEAF DESIGN,0.050995200156383556
22418,12314,10417.73,586,332,10 COLOUR SPACEBOY PEN,0.050877112187824036
21982,32086,10395.88,718,335,PACK OF 12 SUKI TISSUES,0.05077040325014721
22174,5122,10374.33,557,178,PHOTO CUBE,0.05066515942374284
22992,5233,10373.99,348,217,REVOLVER WOODEN RULER,0.05066349896430073
22725,2518,10324.92,549,217,ALARM CLOCK BAKELIKE CHOCOLATE,0.05042385559717022
22120,1018,10314.189999999999,367,196,WELCOME WOODEN BLOCK LETTERS,0.0503714534506589
22089,3506,10303.35,552,290,PAPER BUNTING VINTAGE PAISLEY,0.05031851409668102
20979,8156,10271.81,709,310,36 PENCILS TUBE RED RETROSPOT,0.050164482064904044
22380,4964,10217.66,688,300,TOY TIDY SPACEBOY,0.049900029480226704
23582,4802,10206.41,259,186,VINTAGE DOILY JUMBO BAG RED,0.049845087807509805
21531,4073,10174.119999999999,776,324,RED RETROSPOT SUGAR JAM BOWL,0.0496873929975517
20682,3068,10171.31,589,296,RED RETROSPOT CHILDRENS UMBRELLA,0.04967366978863308
22748,4142,10161.4,742,410,POPPY'S PLAYHOUSE KITCHEN,0.04962527227959979
21892,7826,10151.28,818,447,TRADITIONAL WOODEN CATCH CUP GAME,0.0495758491926758
22771,7489,10147.08,512,201,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,0.04955533763486148
22970,4334,10140.6,317,180,LONDON BUS COFFEE MUG,0.04952369123137655
21033,4590,10132.11,573,163,JUMBO BAG CHARLIE AND LOLA TOYS,0.04948222858236619
22966,8219,10131.26,732,422,GINGERBREAD MAN COOKIE CUTTER,0.04947807743376092
21781,655,10125.72,363,150,MA CAMPAGNE CUTLERY BOX,0.04945102171226299
84792,2297,10119.51,519,248,ENCHANTED BIRD COATHANGER 5 HOOK,0.04942069390892327
22180,975,10103.38,410,226,RETROSPOT LAMP,0.04934191975950784
23171,6247,10051.99,381,195,REGENCY TEA PLATE GREEN,0.049090946198537044
22840,1323,10023.65,402,281,ROUND CAKE TIN VINTAGE RED,0.048952542020332876
21756,1612,9944.65,581,327,BATH BUILDING BLOCK WORD,0.048566729385254206
22327,3065,9943.550000000001,646,256,ROUND SNACK BOXES SET OF 4 SKULLS,0.04856135731058856
23076,8076,9935.76,277,202,ICE CREAM SUNDAE LIP GLOSS,0.04852331325454725
22645,5560,9925.13,741,341,CERAMIC HEART FAIRY CAKE MONEY BANK,0.048471399478460075
22131,5243,9914.89,692,276,FOOD CONTAINER SET 3 LOVE HEART,0.0484213903470271
84880,1729,9894.99,375,185,WHITE WIRE EGG HOLDER,0.04832420463262121
22300,4116,9891.4,526,254,COFFEE MUG DOG + BALL DESIGN,0.04830667213439422
22466,5312,9857.18,394,199,FAIRY TALE COTTAGE NIGHT LIGHT,0.04813955177525001
22429,2280,9844.039999999999,625,364,ENAMEL MEASURING JUG CREAM,0.04807537990151667
20829,4820,9825.02,481,207,GLITTER HANGING BUTTERFLY STRING,0.047982491846843306
20677,7774,9798.06,760,268,PINK POLKADOT BOWL,0.04785082718049241
21488,2384,9784.58,359,216,RED WHITE SCARF HOT WATER BOTTLE,0.04778499484731696
22745,3976,9764.640000000001,703,377,POPPY'S PLAYHOUSE BEDROOM,0.047687613784741414
79000,11973,9759.91,436,195,MOROCCAN TEA GLASS,0.0476645138636791
22549,6521,9718.41,711,403,PICTURE DOMINOES,0.047461840137656766
47570B,973,9622.27,224,129,TEA TIME TABLE CLOTH,0.04699232081187875
22665,2955,9589.84,703,326,RECIPE BOX BLUE SKETCHBOOK DESIGN,0.04683394228332683
23175,3160,9587.15,329,206,REGENCY MILK JUG PINK,0.046820805118917196
22978,2464,9564.98,238,153,PANTRY ROLLING PIN,0.04671253339588309
82552,6955,9527.16,794,346,WASHROOM METAL SIGN,0.04652783170146948
35961,11430,9514.779999999999,637,262,FOLKART ZINC HEART CHRISTMAS DEC,0.046467371442959676
16014,29355,9513.1,93,46,SMALL CHINESE STYLE SCISSOR,0.04645916681983396
22767,1004,9478.23,295,197,TRIPLE PHOTO FRAME CORNICE,0.04628887205293278
22942,1221,9466.41,246,176,CHRISTMAS LIGHTS 10 SANTAS,0.046231146668798226
21716,3709,9397.07,496,241,BOYS VINTAGE TIN SEASIDE BUCKET,0.045892510616692465
20970,2490,9387.29,574,278,PINK FLORAL FELTCRAFT SHOULDER BAG,0.04584474798921058
21385,10832,9358.939999999999,690,320,IVORY HANGING DECORATION HEART,0.04570629497396399
22357,2073,9352.41,462,259,KINGS CHOICE BISCUIT TIN,0.04567440438526698
84692,19085,9336.68,1122,348,BOX OF 24 COCKTAIL PARASOLS,0.04559758371754815
22656,45,9290.0,37,30,VINTAGE BLUE KITCHEN CABINET,0.04536961240355483
21243,5636,9287.699999999999,503,210,PINK POLKADOT PLATE,0.04535837988379937
21658,2225,9271.89,519,166,GLASS BEURRE DISH,0.04528116851974123
22219,9771,9270.48,1149,384,LOVEBIRD HANGING DECORATION WHITE,0.045274282496760715
22072,2405,9231.01,511,200,RED RETROSPOT TEA CUP AND SAUCER,0.045081522690348624
20747,683,9224.92,108,48,PICCADILLY TEA SET,0.045051780931517876
23319,3720,9219.53,403,300,BOX OF 6 MINI 50'S CRACKERS,0.04502545776565618
21745,2699,9201.49,486,236,GAOLERS KEYS DECORATIVE GARDEN,0.04493735574113948
22741,10652,9173.029999999999,292,132,FUNKY DIVA PEN,0.04479836551842632
22121,1481,9167.61,438,303,NOEL WOODEN BLOCK LETTERS,0.044771895841437384
23318,3809,9162.41,376,270,BOX OF 6 MINI VINTAGE CRACKERS,0.04474650057938158
22195,5127,9144.24,811,325,LARGE HEART MEASURING SPOONS,0.044657763673313484
23080,1074,9117.62,257,148,RED METAL BOX TOP SECRET,0.0445277594664047
22244,4760,9101.96,431,169,3 HOOK HANGER MAGIC GARDEN,0.04445128065798277
21933,4116,9087.63,625,294,PINK VINTAGE PAISLEY PICNIC BAG,0.04438129717620204
21777,1126,9075.51,367,169,RECIPE BOX WITH METAL HEART,0.04432210668079504
21041,2666,9049.29,525,191,RED RETROSPOT OVEN GLOVE DOUBLE,0.04419405595558286
84030E,2122,9042.15,485,254,ENGLISH ROSE HOT WATER BOTTLE,0.04415918630729853
22989,2811,8999.27,372,241,SET 2 PANTRY DESIGN TEA TOWELS,0.043949773069422916
21715,3553,8987.24,487,255,GIRLS VINTAGE TIN SEASIDE BUCKET,0.04389102210739765
21985,25523,8972.11,919,493,PACK OF 12 HEARTS DESIGN TISSUES,0.04381713166222372
22839,579,8971.17,260,142,3 TIER CAKE TIN GREEN AND CREAM,0.04381254098023671
22371,1828,8936.8,684,285,AIRLINE BAG VINTAGE TOKYO 78,0.04364468806545627
ADJUST,36,8897.929999999998,36,25,Adjustment by john on 26/01/2010 17,0.04345485848158909
22141,3663,8895.210000000001,572,313,CHRISTMAS CRAFT TREE TOP ANGEL,0.04344157480605221
23322,3069,8878.210000000001,562,350,LARGE WHITE HEART OF WICKER,0.04335855183394668
23439,3986,8855.51,397,268,HAND WARMER RED LOVE HEART,0.043247691747664574
22215,1085,8809.93,359,245,CAKE STAND WHITE TWO TIER LACE,0.0430250925083369
84839,1523,8747.05,393,219,SWEETHEART KEY CABINET,0.04271800518563124
21042,1473,8717.31,399,200,RED RETROSPOT APRON,0.042572763821488974
20974,13219,8686.54,822,370,12 PENCILS SMALL TUBE SKULL,0.04242249224197796
23256,2113,8667.07,368,232,CHILDRENS CUTLERY SPACEBOY,0.04232740652039591
21980,31337,8650.14,676,406,PACK OF 12 RED RETROSPOT TISSUES,0.04224472540758728
22895,2847,8648.49,411,232,SET OF 2 TEA TOWELS APPLE AND PEARS,0.0422366672955888
22212,4024,8642.300000000001,828,323,FOUR HOOK WHITE LOVEBIRDS,0.042206437166333904
84032A,3234,8624.1,662,227,CHARLIE+LOLA PINK HOT WATER BOTTLE,0.04211755374913856
23534,1387,8608.9,260,159,WALL ART STOP FOR TEA,0.04204332144466773
21381,5104,8568.0,532,234,MINI WOODEN HAPPY BIRTHDAY GARLAND,0.04184357794119029
21135,5985,8567.24,405,251,VICTORIAN METAL POSTCARD SPRING,0.04183986632596675
22110,2609,8563.76,512,217,BIRD HOUSE HOT WATER BOTTLE,0.04182287103520632
23082,2328,8558.76,297,205,SET 6 PAPER TABLE LANTERN HEARTS,0.041798452513998816
23078,6831,8553.34,257,159,ICE CREAM PEN LIP GLOSS,0.04177198283700987
22283,1032,8533.09,382,196,6 EGG HOUSE PAINTED WOOD,0.041673087826119455
21186,5272,8532.17,369,187,WHITE DOVE HONEYCOMB PAPER GARLAND,0.04166859481821727
21932,3871,8498.61,649,315,SCANDINAVIAN PAISLEY PICNIC BAG,0.04150469770387246
23493,3964,8497.98,415,282,VINTAGE DOILY TRAVEL SEWING KIT,0.04150162097020031
72807C,1983,8489.17,345,164,SET/3 VANILLA SCENTED CANDLE IN BOX,0.04145859553583268
79323LP,1433,8481.19,170,107,LIGHT PINK CHERRY LIGHTS,0.04141962357598549
48189,1321,8470.28,274,152,DOORMAT FRIENDSHIP,0.04136634236271071
22073,2124,8457.89,474,227,RED RETROSPOT STORAGE JAR,0.04130583326715849
22079,5028,8457.84,684,397,RIBBON REEL HEARTS DESIGN,0.04130558908194642
22354,2228,8454.56,280,157,RETROSPOT PADDED SEAT CUSHION,0.04128957053203429
85049E,6316,8453.47,830,434,SCANDINAVIAN REDS RIBBONS,0.04128424729441105
22078,3984,8449.94,480,246,RIBBON REEL LACE DESIGN,0.04126700781843855
22751,2264,8445.97,466,269,FELTCRAFT PRINCESS OLIVIA DOLL,0.04124761951259978
23535,1324,8440.24,215,135,WALL ART BICYCLE SAFETY,0.04121963588729598
23321,4716,8438.539999999999,629,378,SMALL WHITE HEART OF WICKER,0.04121133359008542
22329,5159,8430.449999999999,610,261,ROUND CONTAINER SET OF 5 RETROSPOT,0.04117182442277167
22358,2651,8393.61,605,295,KINGS CHOICE TEA CADDY,0.04099190875851474
51008,2604,8378.8,80,44,AFGHAN SLIPPER SOCK PAIR,0.04091958109869808
22628,1744,8367.8,350,172,PICNIC BOXES SET OF 3 RETROSPOT,0.04086586035204156
22689,1092,8366.72,264,182,DOORMAT MERRY CHRISTMAS RED,0.040860585951460734
21411,2090,8352.94,624,358,GINGHAM HEART DOORSTOP RED,0.040793288507012845
21244,5045,8279.07,445,207,BLUE POLKADOT PLATE,0.04043252927469308
21934,4597,8275.22,725,164,SKULL SHOULDER BAG,0.04041372701336329
21874,6332,8209.17,617,211,GIN AND TONIC MUG,0.04009115834821208
85067,496,8201.99,175,110,CREAM SWEETHEART WALL CABINET,0.040056093351758096
22055,4925,8179.19,724,252,MINI CAKE STAND HANGING STRAWBERY,0.03994474489505185
21238,9477,8164.0,903,324,RED RETROSPOT CUP,0.03987056142762343
85049A,6151,8114.78,667,387,TRADITIONAL CHRISTMAS RIBBONS,0.039630185504856696
84508A,3809,8091.4800000000005,108,51,CAMOUFLAGE DESIGN TEDDY,0.039516395196029695
82551,5641,8081.139999999999,751,306,LAUNDRY 15C METAL SIGN,0.03946589769417256
20675,6465,8067.83,693,281,BLUE POLKADOT BOWL,0.03940089559071817
22796,806,8020.45,316,201,PHOTO FRAME 3 CLASSIC HANGING,0.039169505683755795
